Panelist ID,Panelist Type,Combined Pre-Tax Income of HH,Family Size,HH_RACE,Type of Residential Possession,COUNTY,HH_AGE,HH_EDU,HH_OCC,Age Group Applied to Male HH,Education Level Reached by Male HH,Occupation Code of Male HH,Male Working Hour Code,MALE_SMOKE,Age Group Applied to Female HH,Education Level Reached by Female HH,Occupation Code of Female HH,Female Working Hour Code,FEM_SMOKE,Number of Dogs,Number of Cats,Children Group Code,Marital Status,Language,Number of TVs Used by HH,Number of TVs Hooked to Cable,Year,HISP_FLAG,HISP_CAT,HH Head Race (RACE2),HH Head Race (RACE3),Microwave Owned by HH,ZIPCODE,FIPSCODE,market based upon zipcode,IRI Geography Number,EXT_FACT
3399196,6,7,2,1,2,C,6,7,10,6,8,10,4,0,6,7,10,4,0,0,0,8,2,.,5,5,3,0,.,1,1,1,54703,55017,3,3,1
3399287,6,6,2,1,2,C,6,5,13,6,8,10,4,0,6,5,13,5,0,0,1,8,2,.,4,2,3,0,.,1,1,1,54703,55017,3,3,1
3399311,6,11,2,1,2,C,4,4,8,6,8,10,4,1,4,4,8,3,0,1,0,8,2,.,2,2,3,0,.,1,1,1,54703,55017,3,3,1
3399477,6,6,2,1,1,C,6,7,10,6,4,10,4,0,6,7,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3399832,6,8,6,1,2,C,5,4,8,4,7,2,3,0,5,4,8,3,1,2,1,8,2,.,4,4,3,.,.,.,1,1,54703,55017,3,3,1
3399857,6,3,1,1,2,D,6,5,13,7,9,11,7,.,6,5,13,1,0,0,0,8,4,.,2,2,3,0,.,1,1,1,54701,55033,3,3,1
3399998,6,9,2,1,2,C,3,5,4,4,5,1,3,0,3,5,4,3,0,0,2,8,2,.,4,4,3,0,.,97,1,1,54703,55017,3,3,1
3400093,0,7,3,1,2,D,4,5,2,4,6,2,3,0,4,5,2,3,0,1,1,8,2,.,4,4,3,.,.,.,1,1,54701,55033,3,3,1
3400101,0,11,3,1,2,C,4,6,7,4,6,7,3,0,4,6,7,3,0,1,0,8,2,.,4,4,3,0,.,1,1,1,54742,55035,3,3,1
3400226,5,7,4,1,1,C,4,5,8,7,9,11,7,.,4,5,8,3,0,2,1,8,1,1,5,5,3,0,.,1,1,1,54703,55017,3,3,1
3400275,6,6,3,1,2,C,4,5,4,4,5,6,3,0,4,5,4,2,0,0,2,8,2,.,5,5,3,0,.,1,1,1,54703,55017,3,3,1
3400283,6,7,2,1,2,D,5,4,8,5,5,1,3,0,5,4,8,2,0,3,0,8,2,.,4,3,3,0,.,1,1,1,54701,55033,3,3,1
3400341,6,11,4,1,2,C,4,4,8,4,7,6,3,0,4,4,8,2,0,1,1,8,2,.,4,3,3,0,.,1,1,1,54703,55017,3,3,1
3400358,6,4,1,1,2,D,6,4,10,7,9,11,7,.,6,4,10,4,0,1,3,8,3,.,2,2,3,0,.,1,1,1,54701,55033,3,3,1
3400572,5,10,3,1,2,C,4,7,4,4,6,2,3,0,4,7,4,3,0,0,2,3,2,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3400606,5,9,4,1,2,C,3,5,7,3,5,7,3,0,3,5,7,3,0,1,0,3,2,1,2,2,3,0,.,1,1,1,54703,55017,3,3,1
3400648,6,10,4,1,2,C,4,7,2,4,8,1,3,0,4,7,2,2,0,1,4,8,2,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3400713,6,8,5,1,2,D,4,7,1,5,7,2,3,0,4,7,1,3,0,1,0,8,2,.,3,1,3,.,.,.,1,1,54701,55033,3,3,1
3400739,6,8,4,1,2,D,4,5,2,4,7,2,2,0,4,5,2,3,0,2,0,3,2,.,3,3,3,0,.,1,1,1,54701,55033,3,3,1
3400937,6,10,4,1,2,C,3,7,13,4,5,1,3,0,3,7,13,5,0,1,0,2,2,1,3,2,3,0,.,1,1,1,54742,55035,3,3,1
3401141,5,5,2,1,2,D,6,4,10,6,6,10,4,0,6,4,10,4,0,0,0,8,2,.,2,1,3,0,.,1,1,1,54701,55033,3,3,1
3401182,6,10,2,1,2,D,6,5,13,6,8,13,5,0,6,5,13,5,0,1,0,8,2,.,5,5,3,0,.,1,1,1,54701,55033,3,3,1
3401299,5,12,2,1,2,D,4,7,13,4,7,3,3,0,4,7,13,1,0,1,1,8,2,.,4,4,3,0,.,1,1,1,54701,55033,3,3,1
3401364,6,11,2,1,2,D,4,5,1,4,4,1,3,0,4,5,1,3,0,0,3,8,2,.,4,4,3,0,.,1,1,1,54701,55033,3,3,1
3401380,6,9,5,1,2,C,4,5,1,3,5,4,2,0,4,5,1,3,0,1,1,3,2,.,6,4,3,0,.,1,1,1,54720,55035,3,3,1
3401448,6,12,4,1,2,C,4,5,1,4,5,1,3,0,4,5,1,2,0,0,0,8,2,.,4,3,3,0,.,1,1,1,54703,55017,3,3,1
3401471,5,6,1,1,2,C,4,5,4,7,9,11,7,.,4,5,4,3,0,0,3,8,1,.,2,1,3,0,.,1,1,1,54739,55017,3,3,1
3401489,6,9,3,1,2,D,5,7,4,5,6,7,3,0,5,7,4,3,0,0,0,8,2,.,4,4,3,0,.,1,1,1,54701,55033,3,3,1
3401513,6,8,2,1,2,C,5,4,4,5,4,7,3,0,5,4,4,3,0,0,0,8,2,.,2,2,3,0,.,1,1,1,54703,55017,3,3,1
3401521,6,9,2,1,2,C,6,6,10,5,4,4,2,0,6,6,10,4,0,0,1,8,2,.,4,4,3,0,.,1,1,1,54703,55017,3,3,1
3401539,5,11,2,1,2,D,5,6,1,5,3,6,3,0,5,6,1,3,0,0,0,8,2,.,2,2,3,0,.,1,1,1,54701,55033,3,3,1
3401646,5,7,4,1,2,C,4,5,1,7,9,11,7,.,4,5,1,3,0,0,1,8,5,.,4,1,3,0,.,1,1,1,54742,55035,3,3,1
3401653,6,6,3,1,2,C,4,6,4,7,9,11,7,.,4,6,4,2,1,0,1,3,3,1,3,1,3,0,.,1,1,1,54720,55035,3,3,1
3401711,6,8,1,1,2,C,4,8,1,7,9,11,7,.,4,8,1,3,0,0,1,8,1,.,4,3,3,0,.,1,1,1,54703,55017,3,3,1
3401737,6,10,4,1,2,D,4,6,1,4,4,1,3,1,4,6,1,3,0,2,3,3,2,.,3,3,3,0,.,1,1,1,54701,55033,3,3,1
3401851,0,6,1,1,2,C,4,7,1,7,9,11,7,.,4,7,1,3,1,0,2,8,1,.,2,2,3,.,.,.,1,1,54703,55017,3,3,1
3401935,0,8,2,1,2,D,4,5,1,4,5,13,1,.,4,5,1,3,1,0,0,8,2,.,2,3,3,0,.,1,1,1,54701,55033,3,3,1
3401968,6,6,5,1,2,C,4,6,1,5,6,1,2,1,4,6,1,2,1,1,1,3,2,.,4,2,3,0,.,1,1,1,54703,55017,3,3,1
3401984,6,6,3,1,2,C,3,5,1,3,5,6,3,0,3,5,1,2,0,0,2,3,2,.,6,6,3,0,.,1,1,1,54703,55017,3,3,1
3401992,6,10,2,1,2,C,4,5,1,7,9,11,7,.,4,5,1,3,0,1,0,8,3,.,3,2,3,0,.,1,1,1,54703,55017,3,3,1
3402032,5,9,2,1,2,C,4,6,4,4,7,13,1,0,4,6,4,3,0,0,0,8,2,1,4,3,3,0,.,1,1,1,54720,55035,3,3,1
3402164,6,7,2,1,2,C,4,5,1,4,5,7,3,0,4,5,1,3,0,0,1,8,2,1,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3402263,6,12,4,1,2,D,4,6,4,5,6,4,3,0,4,6,4,3,0,1,0,8,2,.,5,5,3,0,.,1,1,1,54701,55033,3,3,1
3402305,0,6,2,1,2,C,5,6,13,5,7,6,3,0,5,6,13,5,0,1,1,8,2,.,1,1,3,0,.,1,1,1,54703,55017,3,3,1
3402339,5,6,3,3,2,D,4,4,13,7,9,11,7,.,4,4,13,5,0,1,0,8,3,1,1,2,3,1,1,97,1,.,54701,55033,3,3,1
3402404,6,11,3,1,2,D,4,4,2,6,5,10,4,0,4,4,2,3,0,2,2,8,2,.,7,7,3,0,.,1,1,1,54701,55033,3,3,1
3402420,6,11,2,1,2,D,4,6,2,5,5,7,3,.,4,6,2,3,0,0,0,8,2,1,6,6,3,0,.,1,1,1,54701,55033,3,3,1
3402438,5,9,2,1,2,D,4,6,13,5,5,7,3,0,4,6,13,5,0,0,2,8,2,.,4,4,3,0,.,1,1,1,54701,55033,3,3,1
3402552,6,6,3,1,2,C,6,3,10,6,4,10,4,0,6,3,10,4,1,0,0,1,2,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3402826,6,8,2,1,1,C,5,3,3,4,6,10,4,.,5,3,3,2,1,1,0,8,2,.,5,4,3,0,.,1,1,1,54703,55017,3,3,1
3402859,6,7,2,1,2,C,4,5,4,4,4,6,3,1,4,5,4,3,1,1,2,8,2,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3402917,6,1,1,1,1,D,5,6,10,7,9,11,7,.,5,6,10,4,0,0,1,8,3,.,2,1,3,0,.,1,1,1,54701,55033,3,3,1
3402958,6,7,2,1,1,D,4,7,4,4,4,7,3,0,4,7,4,3,0,0,1,8,2,1,2,2,3,0,.,1,1,1,54701,55033,3,3,1
3402974,6,11,2,1,2,D,5,6,4,4,7,1,3,0,5,6,4,3,0,0,2,8,2,.,4,2,3,0,.,1,1,1,54701,55033,3,3,1
3800110,6,11,2,1,2,D,4,5,4,4,5,4,2,0,4,5,4,2,0,0,2,8,2,.,1,1,3,0,.,1,1,.,54701,55033,3,3,1
3800128,6,2,2,1,2,C,5,5,4,7,9,11,7,.,5,5,4,2,0,1,0,8,3,.,4,4,3,0,.,1,1,1,54720,55035,3,3,1
3800292,0,9,2,1,2,D,4,7,1,4,4,1,3,0,4,7,1,2,0,0,0,8,2,.,4,2,3,0,.,1,1,1,54701,55033,3,3,1
3800490,6,1,1,1,2,D,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,3,1,3,0,.,1,1,1,54701,55033,3,3,1
3800565,6,8,2,1,2,D,4,6,8,4,5,5,3,0,4,6,8,2,0,0,0,8,2,1,4,3,3,0,.,1,1,1,54701,55033,3,3,1
3800607,5,10,3,1,2,C,4,5,1,4,5,2,3,0,4,5,1,3,1,0,0,3,2,.,2,2,3,0,.,1,1,1,54720,55035,3,3,1
3800656,6,6,4,1,2,C,2,6,9,3,6,6,3,0,2,6,9,3,0,1,2,2,2,.,4,2,3,0,.,1,1,1,54703,55017,3,3,1
3800722,6,1,3,1,2,D,6,4,10,6,6,10,4,0,6,4,10,4,1,0,1,8,2,.,2,3,3,0,.,1,1,1,54701,55033,3,3,1
3800938,6,10,2,1,2,D,5,7,1,5,7,1,3,0,5,7,1,3,0,1,0,8,2,.,3,2,3,0,.,1,1,1,54701,55033,3,3,1
3801001,6,10,4,1,2,C,4,8,1,4,7,1,3,0,4,8,1,3,0,0,0,3,2,.,4,4,3,0,.,1,1,1,54720,55035,3,3,1
3801068,5,5,2,1,1,C,4,4,4,7,9,11,7,.,4,4,4,3,0,0,1,3,3,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3801126,0,4,5,1,2,C,3,4,2,4,5,2,3,0,3,4,2,3,0,1,0,3,2,.,6,4,3,0,.,1,1,1,54703,55017,3,3,1
3801282,6,12,2,1,2,C,4,5,2,4,4,6,3,0,4,5,2,3,0,0,1,8,2,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3801365,5,11,3,1,2,C,4,7,1,4,6,1,3,0,4,7,1,3,0,0,0,3,2,1,4,4,3,0,.,1,1,1,54703,55017,3,3,1
3801399,6,6,1,1,2,C,4,5,4,7,9,11,7,.,4,5,4,3,0,0,1,8,3,.,2,3,3,0,.,1,1,1,54720,55035,3,3,1
3801423,6,8,3,1,2,C,5,4,3,5,5,9,3,1,5,4,3,3,0,0,0,8,2,.,3,2,3,0,.,1,1,1,54703,55017,3,3,1
3801498,5,8,1,1,2,D,6,7,10,7,9,11,7,.,6,7,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,.,54701,55033,3,3,1
3801555,0,7,3,1,2,D,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,1,2,.,4,3,3,0,.,1,1,1,54701,55033,3,3,1
3801654,6,7,3,1,2,C,4,4,13,4,4,13,1,0,7,9,11,7,.,1,0,8,2,.,4,4,3,0,.,1,1,1,54703,55017,3,3,1
3801787,6,4,1,1,2,D,6,8,3,7,9,11,7,.,6,8,3,3,1,0,0,8,3,.,2,4,3,0,.,1,1,1,54701,55033,3,3,1
3802116,0,7,2,1,2,C,4,4,4,4,5,6,3,0,4,4,4,3,0,0,2,8,2,.,2,1,3,0,.,1,1,1,54703,55017,3,3,1
3802355,0,8,2,1,2,D,5,6,1,5,4,7,3,0,5,6,1,3,0,0,0,8,2,.,4,4,3,0,.,1,1,1,54701,55033,3,3,1
3802470,6,12,6,1,2,C,4,7,1,4,7,1,3,0,4,7,1,2,0,0,0,6,2,.,4,4,3,0,.,1,1,1,54703,55017,3,3,1
3802504,0,9,4,1,2,D,4,8,1,5,7,1,3,0,4,8,1,3,0,1,1,8,2,.,3,1,3,0,.,1,1,1,54701,55033,3,3,1
3802538,5,5,2,1,2,C,5,5,10,6,5,10,4,0,5,5,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3802678,5,11,2,1,2,C,4,5,3,4,6,7,3,1,4,5,3,3,0,2,0,8,2,.,7,1,3,0,.,1,1,1,54730,55017,3,3,1
3802710,5,6,2,1,2,D,6,4,10,6,6,10,4,0,6,4,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,1,54701,55033,3,3,1
3802827,0,11,4,1,2,D,4,5,6,4,7,1,3,0,4,5,6,3,0,1,0,8,2,.,4,2,3,0,.,1,1,1,54701,55033,3,3,1
3802843,6,8,3,1,2,C,4,4,3,4,4,6,3,1,4,4,3,3,1,0,0,8,2,.,2,1,3,0,.,1,1,1,54703,55017,3,3,1
3802926,6,2,6,1,2,C,5,4,7,7,9,11,7,.,5,4,7,2,0,1,0,8,4,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3803130,6,7,1,1,1,C,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,4,.,2,1,3,0,.,1,1,1,54703,55017,3,3,1
3803304,6,5,2,1,2,C,6,4,6,6,4,6,2,0,6,4,6,2,0,0,0,8,2,.,4,3,3,0,.,1,1,1,54703,55017,3,3,1
3803312,5,11,2,1,2,D,5,6,4,5,7,2,3,0,5,6,4,3,0,0,0,8,2,.,4,4,3,0,.,1,1,1,54701,55033,3,3,1
3803395,0,11,2,1,2,C,5,7,2,5,7,2,3,0,5,7,2,3,0,2,0,8,2,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3803403,6,10,2,1,2,C,5,7,10,6,8,10,4,0,5,7,10,4,0,0,0,8,2,.,2,1,3,0,.,1,1,1,54703,55017,3,3,1
3803528,6,10,4,1,2,C,4,5,1,4,4,7,3,0,4,5,1,3,0,0,0,8,2,.,4,2,3,0,.,1,1,1,54703,55017,3,3,1
3803734,6,1,6,1,2,C,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,4,1,2,11,3,1,7,1,1,1,54720,55035,3,3,1
3803775,6,10,2,1,2,D,5,8,13,5,8,1,2,0,5,8,13,1,0,1,0,8,2,.,1,2,3,0,.,1,1,1,54701,55033,3,3,1
3803825,6,1,1,1,1,D,5,5,13,7,9,11,7,.,5,5,13,1,0,0,0,8,1,.,1,1,3,0,.,1,1,1,54701,55033,3,3,1
3803866,0,12,6,1,2,D,5,7,1,5,8,1,3,0,5,7,1,3,1,1,5,8,2,.,5,4,3,0,.,1,1,1,54701,55033,3,3,1
3803874,0,6,1,1,2,D,5,8,1,7,9,11,7,.,5,8,1,3,0,0,0,8,1,.,1,1,3,0,.,1,1,1,54701,55033,3,3,1
3804070,6,10,3,1,2,D,5,7,1,5,5,7,3,0,5,7,1,3,0,2,2,8,2,.,5,2,3,0,.,1,1,1,54701,55033,3,3,1
3804096,6,6,1,1,1,D,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,1,54701,55033,3,3,1
3804138,6,1,1,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,1,54720,55035,3,3,1
3804401,6,11,4,1,2,D,3,5,1,5,7,2,3,0,3,5,1,3,0,0,0,6,2,.,4,4,3,0,.,1,1,1,54701,55033,3,3,1
3804955,6,9,2,1,2,D,5,4,13,6,4,10,4,0,5,4,13,1,0,0,2,8,2,1,3,3,3,0,.,1,1,1,54701,55033,3,3,1
3804971,6,4,1,1,1,D,6,2,13,7,9,11,7,.,6,2,13,1,0,0,0,8,3,.,1,1,3,0,.,1,1,1,54701,55033,3,3,1
3804989,6,5,1,1,2,D,6,4,10,7,9,11,7,.,6,4,10,4,1,2,0,8,4,.,3,2,3,0,.,1,1,1,54701,55033,3,3,1
3805101,6,5,2,1,2,C,6,6,4,7,9,11,7,.,6,6,4,2,0,0,0,8,4,.,2,2,3,0,.,1,1,1,54703,55017,3,3,1
3805382,6,11,4,1,2,D,4,7,1,5,7,10,2,0,4,7,1,3,0,0,1,3,2,.,6,6,3,0,.,1,1,1,54701,55033,3,3,1
3805424,5,6,1,1,1,D,5,6,1,7,9,11,7,.,5,6,1,2,0,1,0,8,3,.,1,1,3,0,.,1,1,1,54701,55033,3,3,1
3805465,6,9,3,1,2,D,4,6,1,4,4,9,3,0,4,6,1,3,0,0,0,8,2,.,4,4,3,0,.,1,1,1,54701,55033,3,3,1
3805671,6,10,3,1,2,D,4,7,1,5,6,10,4,1,4,7,1,3,0,0,3,8,2,.,2,2,3,0,.,1,1,1,54701,55033,3,3,1
3805705,6,3,1,1,2,C,5,5,3,7,9,11,7,.,5,5,3,3,0,0,0,8,1,1,2,2,3,0,.,1,1,1,54720,55035,3,3,1
3805788,6,6,1,3,2,D,5,5,2,7,9,11,7,.,5,5,2,3,0,0,0,8,3,.,3,3,3,0,.,97,1,1,54701,55033,3,3,1
3805812,6,4,2,1,1,C,6,4,4,7,9,11,7,.,6,4,4,3,1,0,0,8,3,.,1,1,3,.,.,.,1,1,54720,55035,3,3,1
3806034,6,3,2,1,1,D,6,4,10,7,9,11,7,.,6,4,10,4,0,1,0,8,4,.,3,3,3,0,.,1,1,1,54701,55033,3,3,1
3806067,6,8,1,1,2,D,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,.,3,1,3,0,.,1,1,1,54701,55033,3,3,1
3806166,5,9,4,1,2,C,4,4,9,4,6,6,3,1,4,4,9,3,0,0,1,2,2,1,3,1,3,0,.,1,1,1,54703,55017,3,3,1
3806232,5,6,2,1,2,D,5,5,10,6,5,10,4,0,5,5,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,54701,55033,3,3,1
3806257,6,11,2,1,2,D,4,5,1,5,7,7,3,0,4,5,1,2,0,1,1,8,2,.,3,3,3,0,.,1,1,1,54701,55033,3,3,1
3806273,6,11,3,1,2,D,4,5,4,4,5,4,3,0,4,5,4,3,0,1,0,3,2,.,3,3,3,0,.,1,1,1,54701,55033,3,3,1
3806398,5,7,1,1,1,D,6,6,4,7,9,11,7,.,6,6,4,3,1,0,0,8,3,.,1,1,3,0,.,1,1,1,54701,55033,3,3,1
3806513,0,2,3,1,1,C,3,5,0,7,9,11,7,.,3,5,1,2,1,0,0,3,1,1,3,1,3,0,.,1,1,1,54703,55017,3,3,1
3806521,5,12,3,1,2,C,4,7,1,4,8,1,3,0,4,7,1,3,0,1,0,8,2,.,4,4,3,0,.,1,1,1,54703,55017,3,3,1
3806992,6,2,2,1,2,D,6,6,10,6,6,10,4,0,6,6,10,4,0,1,0,8,2,.,2,2,3,0,.,1,1,1,54701,55033,3,3,1
3807081,5,6,2,1,2,C,5,5,3,7,9,11,7,.,5,5,3,3,0,0,2,8,4,.,3,2,3,0,.,1,1,1,54703,55017,3,3,1
3807305,6,10,4,1,2,D,4,5,4,5,5,1,3,0,4,5,4,3,0,0,0,8,2,.,6,6,3,0,.,1,1,1,54701,55033,3,3,1
3807412,0,1,6,1,1,D,4,4,6,7,9,11,7,.,4,4,6,3,0,2,0,3,1,.,2,1,3,.,.,.,1,1,54701,55033,3,3,1
3807479,6,7,2,1,2,D,4,6,1,5,5,7,3,0,4,6,1,3,0,0,1,8,2,.,3,3,3,0,.,1,1,1,54701,55033,3,3,1
3807503,6,4,1,1,1,C,6,4,10,6,4,10,4,0,7,9,11,7,.,0,0,8,4,.,1,1,3,0,.,1,1,1,54742,55035,3,3,1
3807537,6,5,3,1,2,D,6,5,10,6,6,10,4,0,6,5,10,4,0,0,0,8,2,.,3,2,3,0,.,1,1,1,54701,55033,3,3,1
3807552,6,6,1,1,1,C,5,6,4,7,9,11,7,.,5,6,4,3,0,0,0,8,1,.,1,1,3,0,.,1,1,1,54720,55035,3,3,1
3807925,6,11,3,1,2,C,4,7,1,4,5,7,3,0,4,7,1,3,0,0,0,3,2,.,1,1,3,0,.,1,1,1,54703,55017,3,3,1
3807941,6,10,3,1,2,C,4,6,3,6,7,1,3,0,4,6,3,3,0,1,0,8,2,.,2,2,3,0,.,1,1,1,54703,55017,3,3,1
3807982,6,11,2,1,2,D,6,8,10,6,8,10,4,.,6,8,10,4,0,0,0,8,2,.,5,3,3,0,.,1,1,1,54701,55033,3,3,1
3808022,6,6,1,1,2,C,5,7,10,7,9,11,7,.,5,7,10,4,1,0,0,8,1,.,2,2,3,0,.,1,1,1,54703,55017,3,3,1
3808097,0,2,1,1,2,C,6,5,10,7,9,11,7,.,6,5,10,4,0,0,0,8,4,.,2,2,3,0,.,1,1,1,54703,55017,3,3,1
3808196,5,9,3,1,2,C,4,7,3,4,7,1,3,0,4,7,3,3,0,1,0,8,2,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3808246,6,6,2,1,2,D,6,6,10,6,6,10,4,0,6,6,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,54701,55033,3,3,1
3808345,5,8,2,1,2,C,5,6,10,6,4,1,2,1,5,6,10,4,0,0,1,8,2,1,4,4,3,0,.,1,1,1,54703,55017,3,3,1
3808386,6,12,2,1,2,D,5,7,1,5,7,10,4,0,5,7,1,3,0,0,0,8,2,1,3,2,3,0,.,1,1,1,54701,55033,3,3,1
3808394,0,9,1,1,2,D,5,8,1,7,9,11,7,.,5,8,1,3,1,0,0,8,1,.,3,3,3,0,.,1,1,1,54701,55033,3,3,1
3808477,6,7,4,1,2,D,4,6,4,4,6,2,3,0,4,6,4,3,0,1,0,8,2,.,3,1,3,0,.,1,1,1,54755,55011,3,3,1
3808899,6,9,2,1,2,C,4,4,4,4,7,1,3,0,4,4,4,2,0,1,0,8,2,.,4,2,3,0,.,1,1,1,54703,55017,3,3,1
3809012,6,10,2,1,2,D,5,4,4,6,7,7,2,0,5,4,4,3,0,0,1,8,2,.,3,1,3,0,.,1,1,1,54701,55033,3,3,1
3809178,6,6,1,1,2,D,4,5,1,7,9,11,7,.,4,5,1,3,1,0,0,8,3,.,7,7,3,0,.,1,1,1,54701,55033,3,3,1
3809608,6,9,2,1,2,C,6,3,10,6,4,10,4,0,6,3,10,4,0,1,0,8,2,.,4,4,3,0,.,1,1,1,54703,55017,3,3,1
3809723,6,2,1,1,2,C,6,4,13,7,9,11,7,.,6,4,13,1,0,0,0,8,4,.,1,1,3,0,.,1,1,1,54720,55035,3,3,1
3809822,0,6,1,1,1,D,5,6,1,7,9,11,7,.,5,6,1,3,0,0,0,8,1,.,3,1,3,0,.,1,1,1,54701,55033,3,3,1
3809830,6,2,1,3,1,C,6,4,13,7,9,11,7,.,6,4,13,1,0,0,0,8,4,1,1,1,3,1,7,97,1,.,54720,55035,3,3,1
3812131,6,8,4,1,2,C,5,5,13,5,4,5,3,1,5,5,13,5,1,1,2,8,2,.,3,2,3,0,.,1,1,1,54720,55035,3,3,1
3812222,6,6,3,1,2,C,4,5,8,4,5,9,3,1,4,5,8,2,1,1,1,3,2,1,5,5,3,0,.,1,1,1,54703,55017,3,3,1
3812321,6,11,4,1,2,D,4,6,1,4,7,1,3,0,4,6,1,2,0,1,0,8,2,.,4,2,3,0,.,1,1,1,54738,55011,3,3,1
3812560,6,9,1,1,2,D,5,5,4,7,9,11,7,.,5,5,4,3,0,1,1,8,3,.,1,1,3,0,.,1,1,1,54701,55033,3,3,1
3812594,5,8,2,1,2,C,5,3,7,5,4,6,3,0,5,3,7,3,1,2,1,8,2,.,4,3,3,0,.,1,1,1,54703,55017,3,3,1
3812602,5,6,2,1,2,C,5,5,6,5,5,10,4,0,5,5,6,3,0,0,0,8,2,.,2,2,3,0,.,1,1,1,54703,55017,3,3,1
3812628,6,10,2,1,2,C,5,4,1,5,7,10,4,0,5,4,1,2,0,0,1,8,2,.,3,3,3,0,.,1,1,1,54703,55017,3,3,1
3812693,6,7,3,1,2,C,4,4,13,5,6,3,3,0,4,4,13,1,0,1,1,8,2,.,3,1,3,.,.,.,1,1,54720,55035,3,3,1
3812727,5,6,1,1,2,C,5,4,4,7,9,11,7,.,5,4,4,3,0,0,0,8,4,.,3,1,3,0,.,1,1,1,54720,55035,3,3,1
3812735,6,6,2,1,2,D,5,5,1,7,9,11,7,.,5,5,1,2,0,2,1,3,3,.,4,1,3,0,.,1,1,1,54701,55033,3,3,1
3812750,6,5,3,1,2,D,4,7,3,7,9,11,7,.,4,7,3,2,0,0,2,3,1,.,1,1,3,0,.,1,1,1,54701,55033,3,3,1
3812768,6,8,2,1,2,C,4,4,2,4,4,6,3,0,4,4,2,3,0,1,0,8,2,.,2,9,3,0,.,1,1,1,54720,55035,3,3,1
3812776,0,6,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,1,8,2,.,1,1,3,0,.,1,1,1,54703,55017,3,3,1
3812883,0,1,1,1,1,C,6,2,13,6,2,13,1,0,7,9,11,7,.,0,0,8,1,.,1,1,3,0,.,1,1,1,54703,55017,3,3,1
3812917,0,10,2,1,2,C,5,7,1,5,8,1,3,0,5,7,1,3,0,0,1,8,2,.,2,2,3,0,.,1,1,1,54703,55017,3,3,1
3812966,0,8,4,1,2,D,4,7,3,5,5,1,3,1,4,7,3,3,0,1,0,8,2,.,3,2,3,.,.,.,1,1,54701,55033,3,3,1
3813030,0,12,5,1,2,D,3,5,13,3,7,7,3,0,3,5,13,5,0,0,2,4,2,1,5,5,3,0,.,1,1,1,54701,55033,3,3,1
3813139,6,7,1,1,1,C,5,2,8,7,9,11,7,.,5,2,8,2,1,0,0,8,3,.,2,2,3,0,.,1,1,1,54720,55035,3,3,1
3813162,0,7,1,1,2,D,4,8,1,4,8,1,3,0,7,9,11,7,.,0,0,8,1,.,5,5,3,0,.,1,1,1,54701,55033,3,3,1
3813238,6,5,4,1,2,C,5,4,1,5,4,3,3,0,5,4,1,3,0,1,0,8,2,.,2,2,3,.,.,.,1,1,54703,55017,3,3,1
3813394,6,7,6,1,1,C,4,5,13,5,6,10,4,1,4,5,13,5,0,1,3,3,2,.,5,1,3,.,.,.,1,1,54703,55017,3,3,1
3813527,6,8,2,1,2,C,5,5,3,5,5,4,3,1,5,5,3,3,0,1,0,8,2,.,2,2,3,0,.,1,1,1,54703,55017,3,3,1
3813576,5,11,4,1,2,C,3,6,8,4,7,1,3,0,3,6,8,3,1,1,3,3,2,.,5,5,3,0,.,1,1,1,54703,55017,3,3,1
3813592,0,1,1,1,2,D,6,4,13,7,9,11,7,.,6,4,13,5,0,0,0,8,4,.,1,1,3,0,.,1,1,1,54701,55033,3,3,1
3813691,6,6,2,1,2,C,6,5,4,6,5,10,4,0,6,5,4,3,0,0,0,8,2,.,1,1,3,0,.,1,1,1,54703,55017,3,3,1
